T X1 X2 U1 U2 Vx Vsup
3.149999999999976819e+00 2.394376339005752086e-02 1.276288265786780507e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.431210589564667665e-03 2.271777193823464047e-01
3.159999999999976605e+00 2.665096683559138591e-02 1.351415568900219411e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.486757215965414131e-03 2.271035409145530370e-01
3.169999999999976392e+00 2.946533964974437300e-02 1.424876226790683098e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.058546442870367081e-02 2.270304786635344296e-01
3.179999999999976179e+00 3.238198172911278122e-02 1.496674267571093120e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.172446568639963667e-02 2.269585156609663923e-01
3.189999999999975966e+00 3.539607482448141329e-02 1.566814623955694041e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.290098138569725772e-02 2.268876352014948805e-01
3.199999999999975753e+00 3.850288308819522359e-02 1.635303103488039977e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.411231720443969183e-02 2.268178208385150940e-01
3.209999999999975540e+00 4.169775355462018718e-02 1.702146359110258689e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.535586246491246927e-02 2.267490563800227121e-01
3.219999999999975326e+00 4.497611655537513131e-02 1.767351860081624038e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.662908851687122658e-02 2.266813258845350731e-01
3.229999999999975113e+00 4.833348607100661914e-02 1.830927863254020460e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.792954714008776138e-02 2.266146136570823255e-01
3.239999999999974900e+00 5.176546002076883035e-02 1.892883384711435413e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.925486896616400781e-02 2.265489042452659696e-01
3.249999999999974687e+00 5.526772049215925714e-02 1.953228171780183597e-01 4.585449700207078205e-02 9.989481293363970948e-01 2.060276191937851151e-02 2.264841824353845123e-01
3.259999999999974474e+00 5.883603391184939052e-02 2.011972675416137113e-01 4.585449700207078205e-02 9.989481293363970948e-01 2.197100967634398744e-02 2.264204332486240145e-01
3.269999999999974261e+00 6.246625115963717889e-02 2.069128022974822401e-01 4.585449700207078205e-02 9.989481293363970948e-01 2.335747014426792223e-02 2.263576419373135862e-01
3.279999999999974047e+00 6.615430762703511380e-02 2.124705991369833513e-01 4.585449700207078205e-02 9.989481293363970948e-01 2.476007395762053198e-02 2.262957939812433317e-01
3.289999999999973834e+00 6.989622322209403105e-02 2.178718980624607948e-01 4.585449700207078205e-02 9.989481293363970948e-01 2.617682299302605264e-02 2.262348750840449119e-01
3.299999999999973621e+00 7.368810232204876798e-02 2.231179987822228261e-01 4.585449700207078205e-02 9.989481293363970948e-01 2.760578890220435899e-02 2.261748711696319747e-01
3.309999999999973408e+00 7.752613367535685085e-02 2.282102581457520207e-01 4.585449700207078205e-02 9.989481293363970948e-01 2.904511166280003900e-02 2.261157683787012040e-01
3.319999999999973195e+00 8.140659025468614807e-02 2.331500876195351790e-01 4.585449700207078205e-02 9.989481293363970948e-01 3.049299814694564348e-02 2.260575530652913223e-01
3.329999999999972982e+00 8.532582906239173648e-02 2.379389508038667056e-01 4.585449700207078205e-02 9.989481293363970948e-01 3.194772070741469516e-02 2.260002117933997967e-01
3.339999999999972768e+00 8.928029089000599772e-02 2.425783609909437366e-01 4.585449700207078205e-02 9.989481293363970948e-01 3.340761578122835446e-02 2.259437313336563891e-01
3.349999999999972555e+00 9.326650003324886418e-02 2.470698787645354000e-01 4.585449700207078205e-02 9.989481293363970948e-01 3.487108251058711195e-02 2.258880986600514673e-01
3.359999999999972342e+00 9.728106396404857803e-02 2.514151096414763975e-01 4.585449700207078205e-02 9.989481293363970948e-01 3.633658138100645529e-02 2.258333009467195229e-01
3.369999999999972129e+00 1.013206729610452161e-01 2.556157017551996535e-01 4.585449700207078205e-02 9.989481293363970948e-01 3.780263287654112708e-02 2.257793255647754238e-01
3.379999999999971916e+00 1.053820997000315118e-01 2.596733435814931878e-01 4.585449700207078205e-02 9.989481293363970948e-01 3.926781615198979281e-02 2.257261600792040968e-01
3.389999999999971703e+00 1.094621988057672829e-01 2.635897617066322862e-01 4.585449700207078205e-02 9.989481293363970948e-01 4.073076772197625761e-02 2.256737922458009193e-01
3.399999999999971489e+00 1.135579063665848598e-01 2.673667186380094263e-01 4.585449700207078205e-02 9.989481293363970948e-01 4.219018016680927546e-02 2.256222100081630988e-01
3.409999999999971276e+00 1.176662394131841732e-01 2.710060106573536909e-01 4.585449700207078205e-02 9.989481293363970948e-01 4.364480085502724094e-02 2.255714014947310941e-01
3.419999999999971063e+00 1.217842953629965919e-01 2.745094657166028962e-01 4.585449700207078205e-02 9.989481293363970948e-01 4.509343068253818948e-02 2.255213550158785552e-01
3.429999999999970850e+00 1.259092514314774369e-01 2.778789413764629068e-01 4.585449700207078205e-02 9.989481293363970948e-01 4.653492282826935528e-02 2.254720590610501674e-01
3.439999999999970637e+00 1.300383640116667683e-01 2.811163227876624093e-01 4.585449700207078205e-02 9.989481293363970948e-01 4.796818152624397757e-02 2.254235022959470425e-01
3.449999999999970424e+00 1.341689680233385529e-01 2.842235207148836040e-01 4.585449700207078205e-02 9.989481293363970948e-01 4.939216085400575940e-02 2.253756735597580441e-01
3.459999999999970210e+00 1.382984762330373985e-01 2.872024696033241842e-01 4.585449700207078205e-02 9.989481293363970948e-01 5.080586353731418592e-02 2.253285618624368269e-01
3.469999999999969997e+00 1.424243785462821765e-01 2.900551256878219353e-01 4.585449700207078205e-02 9.989481293363970948e-01 5.220833977103643553e-02 2.252821563820233686e-01
3.479999999999969784e+00 1.465442412731947919e-01 2.927834651444468084e-01 4.585449700207078205e-02 9.989481293363970948e-01 5.359868605616291415e-02 2.252364464620096318e-01
3.489999999999969571e+00 1.506557063687916920e-01 2.953894822844447821e-01 4.585449700207078205e-02 9.989481293363970948e-01 5.497604405287595530e-02 2.251914216087481102e-01
3.499999999999969358e+00 1.547564906491545600e-01 2.978751877903928480e-01 4.585449700207078205e-02 9.989481293363970948e-01 5.633959944960183208e-02 2.251470714889029501e-01
3.509999999999969145e+00 1.588443849846758460e-01 3.002426069944039155e-01 4.585449700207078205e-02 9.989481293363970948e-01 5.768858084797799657e-02 2.251033859269424564e-01
3.519999999999968932e+00 1.629172534715531695e-01 3.024937781981990592e-01 4.585449700207078205e-02 9.989481293363970948e-01 5.902225866366778151e-02 2.250603549026728156e-01
3.529999999999968718e+00 1.669730325826859207e-01 3.046307510348439940e-01 4.585449700207078205e-02 9.989481293363970948e-01 6.033994404295590225e-02 2.250179685488115922e-01
3.539999999999968505e+00 1.710097302991050172e-01 3.066555848719266786e-01 4.585449700207078205e-02 9.989481293363970948e-01 6.164098779505802761e-02 2.249762171486010820e-01
3.549999999999968292e+00 1.750254252230464547e-01 3.085703472559349070e-01 4.585449700207078205e-02 9.989481293363970948e-01 6.292477934007824347e-02 2.249350911334603853e-01
3.559999999999968079e+00 1.790182656737569211e-01 3.103771123975742618e-01 4.585449700207078205e-02 9.989481293363970948e-01 6.419074567254812180e-02 2.248945810806752266e-01
3.569999999999967866e+00 1.829864687670986201e-01 3.120779596977478199e-01 4.585449700207078205e-02 9.989481293363970948e-01 6.543835034048073318e-02 2.248546777111258277e-01
3.579999999999967653e+00 1.869283194799988279e-01 3.136749723139048429e-01 4.585449700207078205e-02 9.989481293363970948e-01 6.666709243987273270e-02 2.248153718870510576e-01
3.589999999999967439e+00 1.908421697007679774e-01 3.151702357664473153e-01 4.585449700207078205e-02 9.989481293363970948e-01 6.787650562458735770e-02 2.247766546098491913e-01
3.599999999999967226e+00 1.947264372662886045e-01 3.165658365848681988e-01 4.585449700207078205e-02 9.989481293363970948e-01 6.906615713154964920e-02 2.247385170179138358e-01
3.609999999999967013e+00 1.985796049870562907e-01 3.178638609932815662e-01 4.585449700207078205e-02 9.989481293363970948e-01 7.023564682118577096e-02 2.247009503845051326e-01
3.619999999999966800e+00 2.024002196610313886e-01 3.190663936349888985e-01 4.585449700207078205e-02 9.989481293363970948e-01 7.138460623303571895e-02 2.246639461156548501e-01
3.629999999999966587e+00 2.061868910772398089e-01 3.201755163357133949e-01 4.585449700207078205e-02 9.989481293363970948e-01 7.251269765646911614e-02 2.246274957481058931e-01
3.639999999999966374e+00 2.099382910100391075e-01 3.211933069051211009e-01 4.585449700207078205e-02 9.989481293363970948e-01 7.361961321643159528e-02 2.245915909472843697e-01
3.649999999999966160e+00 2.136531522049450182e-01 3.221218379762351702e-01 4.585449700207078205e-02 9.989481293363970948e-01 7.470507397414864748e-02 2.245562235053044642e-01
3.659999999999965947e+00 2.173302673568921761e-01 3.229631758823376941e-01 4.585449700207078205e-02 9.989481293363970948e-01 7.576882904271201036e-02 2.245213853390055914e-01
3.669999999999965734e+00 2.209684880817818220e-01 3.237193795709425448e-01 4.585449700207078205e-02 9.989481293363970948e-01 7.681065471747226814e-02 2.244870684880205247e-01
3.679999999999965521e+00 2.245667238821481004e-01 3.243924995544127388e-01 4.585449700207078205e-02 9.989481293363970948e-01 7.783035362116030864e-02 2.244532651128751111e-01
3.689999999999965308e+00 2.281239411077535528e-01 3.249845768967853377e-01 4.585449700207078205e-02 9.989481293363970948e-01 7.882775386365820092e-02 2.244199674931178778e-01
3.699999999999965095e+00 2.316391619119035072e-01 3.254976422363569100e-01 4.585449700207078205e-02 9.989481293363970948e-01 7.980270821633822509e-02 2.243871680254799217e-01
3.709999999999964881e+00 2.351114632042486663e-01 3.259337148435752507e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.075509330088789794e-02 2.243548592220640514e-01
3.719999999999964668e+00 2.385399756008243222e-01 3.262948017137736190e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.168480879253635363e-02 2.243230337085630466e-01
3.729999999999964455e+00 2.419238823720543941e-01 3.265828966942762590e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.259177663759596777e-02 2.242916842225057272e-01
3.739999999999964242e+00 2.452624183894278886e-01 3.267999796453970318e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.347594028523133702e-02 2.242608036115320003e-01
3.749999999999964029e+00 2.485548690715360387e-01 3.269480156348456013e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.433726393336583860e-02 2.242303848316943571e-01
3.759999999999963816e+00 2.518005693301372250e-01 3.270289541650506226e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.517573178863400984e-02 2.242004209457869879e-01
3.769999999999963602e+00 2.549989025168985513e-01 3.270447284329016657e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.599134734028655858e-02 2.241709051217014581e-01
3.779999999999963389e+00 2.581492993714416539e-01 3.269972546214086617e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.678413264795228899e-02 2.241418306308082253e-01
3.789999999999963176e+00 2.612512369713028693e-01 3.268884312227710587e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.755412764316009011e-02 2.241131908463636913e-01
3.799999999999962963e+00 2.643042376843968144e-01 3.267201383923451496e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.830138944452164962e-02 2.240849792419434272e-01
3.809999999999962750e+00 2.673078681245548149e-01 3.264942373329944303e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.902599168647404304e-02 2.240571893898988809e-01
3.819999999999962537e+00 2.702617381106901528e-01 3.262125697093039567e-01 4.585449700207078205e-02 9.989481293363970948e-01 8.972802386147937792e-02 2.240298149598397293e-01
3.829999999999962323e+00 2.731654996301241534e-01 3.258769570911365099e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.040759067557688211e-02 2.240028497171393240e-01
3.839999999999962110e+00 2.760188458065876982e-01 3.254892004260064309e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.106481141718091032e-02 2.239762875214643678e-01
3.849999999999961897e+00 2.788215098733961006e-01 3.250510795397441588e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.169981933901669158e-02 2.239501223253275441e-01
3.859999999999961684e+00 2.815732641522762925e-01 3.245643526649222843e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.231276105308380830e-02 2.239243481726628515e-01
3.869999999999961471e+00 2.842739190383078984e-01 3.240307559965137085e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.290379593853531626e-02 2.238989591974238358e-01
3.879999999999961258e+00 2.869233219914227306e-01 3.234520032742501661e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.347309556235959549e-02 2.238739496222032221e-01
3.889999999999961044e+00 2.895213565348897511e-01 3.228297853911494819e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.402084311274919171e-02 2.238493137568751401e-01
3.899999999999960831e+00 2.920679412611952297e-01 3.221657700276787661e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.454723284504010228e-02 2.238250459972577766e-01
3.909999999999960618e+00 2.945630288457124490e-01 3.214616013110215276e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.505246954010310168e-02 2.238011408237978450e-01
3.919999999999960405e+00 2.970066050685371550e-01 3.207188994989163544e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.553676797506699403e-02 2.237775928002753434e-01
3.929999999999960192e+00 2.993986878448501865e-01 3.199392606875355871e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.600035240625245936e-02 2.237543965725282968e-01
3.939999999999959979e+00 3.017393262641520635e-01 3.191242565428735745e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.644345606419310601e-02 2.237315468671982888e-01
3.949999999999959766e+00 3.040285996386987710e-01 3.182754340551147698e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.686632066061995339e-02 2.237090384904951990e-01
3.959999999999959552e+00 3.062666165614529867e-01 3.173943153154539232e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.726919590728293208e-02 2.236868663269810376e-01
3.969999999999959339e+00 3.084535139738494025e-01 3.164823973148422342e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.765233904648268348e-02 2.236650253383732079e-01
3.979999999999959126e+00 3.105894562436574691e-01 3.155411517641353858e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.801601439318397002e-02 2.236435105623665875e-01
3.989999999999958913e+00 3.126746342532122358e-01 3.145720249351214304e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.836049288858134121e-02 2.236223171114733732e-01
3.999999999999958700e+00 3.147092644982664167e-01 3.135764375219095568e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.868605166498592429e-02 2.236014401718819378e-01
4.009999999999958931e+00 3.166935881977065992e-01 3.125557845221635378e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.899297362190184746e-02 2.235808750023325353e-01
4.019999999999958717e+00 3.186278704143587492e-01 3.115114351376657709e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.928154701315877739e-02 2.235606169330113802e-01
4.029999999999958504e+00 3.205123991870980626e-01 3.104447326937023743e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.955206504496699749e-02 2.235406613644615181e-01
4.039999999999958291e+00 3.223474846744625033e-01 3.093569945767628004e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.980482548476005134e-02 2.235210037665106286e-01
4.049999999999958078e+00 3.241334583099576561e-01 3.082495121900506452e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.000401302806886161e-01 2.235016396772158132e-01
4.059999999999957865e+00 3.258706719692276432e-01 3.071235509263071650e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.002582851916299783e-01 2.234825647018244821e-01
4.069999999999957652e+00 3.275594971492534202e-01 3.059803501574517304e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.004595994275742643e-01 2.234637745117516727e-01
4.079999999999957438e+00 3.292003241597294405e-01 3.048211232405496074e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.006443853002506328e-01 2.234452648435728550e-01
4.089999999999957225e+00 3.307935613267555808e-01 3.036470575396200688e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.008129578838536655e-01 2.234270314980331129e-01
4.099999999999957012e+00 3.323396342089712241e-01 3.024593144628037744e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.009656346857310122e-01 2.234090703390707311e-01
4.109999999999956799e+00 3.338389848262464099e-01 3.012590295144119135e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.011027353268920403e-01 2.233913772928569075e-01
4.119999999999956586e+00 3.352920709010333011e-01 3.000473123613862647e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.012245812321974081e-01 2.233739483468493159e-01
4.129999999999956373e+00 3.366993651124716158e-01 2.988252469137023248e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.013314953300883114e-01 2.233567795488615171e-01
4.139999999999956160e+00 3.380613543633296247e-01 2.975938914182544859e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.014238017617142829e-01 2.233398670061456370e-01
4.149999999999955946e+00 3.393785390598534901e-01 2.963542785657671264e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.015018255993184043e-01 2.233232068844900886e-01
4.159999999999955733e+00 3.406514324045855635e-01 2.951074156102801993e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.015658925737372847e-01 2.233067954073307548e-01
4.169999999999955520e+00 3.418805597022056553e-01 2.938542845007646731e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.016163288108748730e-01 2.232906288548759943e-01
4.179999999999955307e+00 3.430664576784356323e-01 2.925958420244282321e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.016534605770070127e-01 2.232747035632456356e-01
4.189999999999955094e+00 3.442096738120423161e-01 2.913330199612771954e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.016776140327752542e-01 2.232590159236222949e-01
4.199999999999954881e+00 3.453107656799619951e-01 2.900667252495071624e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.016891149957273449e-01 2.232435623814169323e-01
4.209999999999954667e+00 3.463703003155619298e-01 2.887978401613003343e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.016882887112622730e-01 2.232283394354463435e-01
4.219999999999954454e+00 3.473888535800463417e-01 2.875272224886137873e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.016754596318378417e-01 2.232133436371239177e-01
4.229999999999954241e+00 3.483670095470045025e-01 2.862557057385490267e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.016509512042987479e-01 2.231985715896626088e-01
4.239999999999954028e+00 3.493053599000922604e-01 2.849840993378990883e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.016150856651832635e-01 2.231840199472902575e-01
4.249999999999953815e+00 3.502045033438292987e-01 2.837131888464766716e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.015681838438673434e-01 2.231696854144767650e-01
4.259999999999953602e+00 3.510650450274871437e-01 2.824437361788318390e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.015105649734045767e-01 2.231555647451738400e-01
4.269999999999953388e+00 3.518875959820361166e-01 2.811764798339749238e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.014425465089211914e-01 2.231416547420654595e-01
4.279999999999953175e+00 3.526727725701116478e-01 2.799121351327270024e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.013644439534258646e-01 2.231279522558307915e-01
4.289999999999952962e+00 3.534211959489538812e-01 2.786513944623255079e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.012765706908936858e-01 2.231144541844176654e-01
4.299999999999952749e+00 3.541334915462679978e-01 2.773949275279214977e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.011792378264857462e-01 2.231011574723278101e-01
4.309999999999952536e+00 3.548102885489456959e-01 2.761433816106081407e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.010727540337640340e-01 2.230880591099127508e-01
4.319999999999952323e+00 3.554522194045829364e-01 2.748973818316299833e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.009574254087643730e-01 2.230751561326803634e-01
4.329999999999952109e+00 3.560599193357225634e-01 2.736575314224271027e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.008335553307889709e-01 2.230624456206127260e-01
4.339999999999951896e+00 3.566340258667443086e-01 2.724244120001754754e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.007014443297815087e-01 2.230499246974935179e-01
4.349999999999951683e+00 3.571751783633207999e-01 2.711985838484914368e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.005613899601486422e-01 2.230375905302464934e-01
4.359999999999951470e+00 3.576840175843503666e-01 2.699805862029748260e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.004136866808918865e-01 2.230254403282836417e-01
4.369999999999951257e+00 3.581611852462747714e-01 2.687709375412721813e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.002586257419153942e-01 2.230134713428636173e-01
4.379999999999951044e+00 3.586073235996837805e-01 2.675701358773475702e-01 4.585449700207078205e-02 9.989481293363970948e-01 1.000964950763752748e-01 2.230016808664595784e-01
4.389999999999950830e+00 3.590230750181040431e-01 2.663786590596554649e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.992757919893766050e-02 2.229900662321374349e-01
4.399999999999950617e+00 3.594090815988652543e-01 2.651969650729171790e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.975215910981291567e-02 2.229786248129425053e-01
4.409999999999950404e+00 3.597659847759328566e-01 2.640254923432079348e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.957051220443505213e-02 2.229673540212969984e-01
4.419999999999950191e+00 3.600944249445912071e-01 2.628646600460695648e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.938291218865577537e-02 2.229562513084051012e-01
4.429999999999949978e+00 3.603950410978591923e-01 2.617148684173693507e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.918962899932429189e-02 2.229453141636685842e-01
4.439999999999949765e+00 3.606684704745142245e-01 2.605764990666320502e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.899092873012402261e-02 2.229345401141101801e-01
4.449999999999949551e+00 3.609153482185989414e-01 2.594499152925802687e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.878707356253980942e-02 2.229239267238068423e-01
4.459999999999949338e+00 3.611363070502806583e-01 2.583354624006222733e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.857832170182895259e-02 2.229134715933304700e-01
4.469999999999949125e+00 3.613319769479308441e-01 2.572334680220350611e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.836492731787167820e-02 2.229031723591985148e-01
4.479999999999948912e+00 3.615029848412885660e-01 2.561442424345960478e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.814714049077701008e-02 2.228930266933315807e-01
4.489999999999948699e+00 3.616499543155692331e-01 2.550680788844227886e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.792520716112171342e-02 2.228830323025203508e-01
4.499999999999948486e+00 3.617735053263776979e-01 2.540052539087869765e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.769936908470097658e-02 2.228731869279001743e-01
4.509999999999948272e+00 3.618742539252814416e-01 2.529560276596753976e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.746986379167077441e-02 2.228634883444337855e-01
4.519999999999948059e+00 3.619528119958978496e-01 2.519206442278764668e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.723692454996304968e-02 2.228539343604015455e-01
4.529999999999947846e+00 3.620097870003477492e-01 2.508993319673768485e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.700078033285655654e-02 2.228445228169002312e-01
4.539999999999947633e+00 3.620457817359244990e-01 2.498923038198600788e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.676165579058695898e-02 2.228352515873487094e-01
4.549999999999947420e+00 3.620613941018264170e-01 2.488997576391037136e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.651977122588131786e-02 2.228261185770012143e-01
4.559999999999947207e+00 3.620572168757993925e-01 2.479218765150785486e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.627534257330375156e-02 2.228171217224686196e-01
4.569999999999946994e+00 3.620338375005336951e-01 2.469588290975590350e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.602858138230010998e-02 2.228082589912462885e-01
4.579999999999946780e+00 3.619918378796584957e-01 2.460107699190604291e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.577969480383093093e-02 2.227995283812494731e-01
4.589999999999946567e+00 3.619317941831757812e-01 2.450778397169231793e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.552888558048329426e-02 2.227909279203558468e-01
4.599999999999946354e+00 3.618542766621751783e-01 2.441601657543721049e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.527635203995424296e-02 2.227824556659544764e-01
4.609999999999946141e+00 3.617598494726682601e-01 2.432578621403824193e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.502228809179845415e-02 2.227741097045024266e-01
4.619999999999945928e+00 3.616490705083826862e-01 2.423710301481912521e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.476688322733628489e-02 2.227658881510873323e-01
4.629999999999945715e+00 3.615224912423531944e-01 2.414997585322985751e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.451032252261792888e-02 2.227577891489971873e-01
4.639999999999945501e+00 3.613806565771474077e-01 2.406441238438069286e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.425278664434182108e-02 2.227498108692963497e-01
4.649999999999945288e+00 3.612241047035639196e-01 2.398041907439547871e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.399445185862717600e-02 2.227419515104079872e-01
4.659999999999945075e+00 3.610533669676381785e-01 2.389800123157041767e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.373549004254105865e-02 2.227342092977030730e-01
4.669999999999944862e+00 3.608689677457938005e-01 2.381716303732480389e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.347606869828292697e-02 2.227265824830952645e-01
4.679999999999944649e+00 3.606714243279743326e-01 2.373790757693082509e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.321635096993034775e-02 2.227190693446423897e-01
4.689999999999944436e+00 3.604612468085922616e-01 2.366023687001004849e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.295649566265157260e-02 2.227116681861535663e-01
4.699999999999944222e+00 3.602389379851310691e-01 2.358415190078470280e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.269665726429188179e-02 2.227043773368023172e-01
4.709999999999944009e+00 3.600049932642367945e-01 2.350965264807237942e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.243698596924242172e-02 2.226971951507458192e-01
4.719999999999943796e+00 3.597599005751353496e-01 2.343673811501327253e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.217762770450142751e-02 2.226901200067497311e-01
4.729999999999943583e+00 3.595041402902124927e-01 2.336540635851956094e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.191872415783970685e-02 2.226831503078186281e-01
4.739999999999943370e+00 3.592381851525935921e-01 2.329565451843699786e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.166041280798326030e-02 2.226762844808320707e-01
4.749999999999943157e+00 3.589625002105611418e-01 2.322747884640928295e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.140282695672807822e-02 2.226695209761865579e-01
4.759999999999942943e+00 3.586775427586479381e-01 2.316087473443620426e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.114609576290313986e-02 2.226628582674420598e-01
4.769999999999942730e+00 3.583837622852452665e-01 2.309583674311704304e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.089034427809936090e-02 2.226562948509748230e-01
4.779999999999942517e+00 3.580816004265653940e-01 2.303235862957112301e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.063569348408419268e-02 2.226498292456348393e-01
4.789999999999942304e+00 3.577714909267996068e-01 2.297043337502790716e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.038226033182233943e-02 2.226434599924087265e-01
4.799999999999942091e+00 3.574538596043120298e-01 2.291005321207934264e-01 4.585449700207078205e-02 9.989481293363970948e-01 9.013015778202496109e-02 2.226371856540875493e-01
